_id,objectid,unicode,name,facility_type,type_code,center,center_code,feature_name,website,capacity,access_to_fire_extinguisher,access_to_kitchenette,access_to_parking_lot,access_to_playground,access_to_restrooms,access_to_spray_park,access_to_vending_machines,ada_accessible_facility,ada_accessible_playground_near,ada_accessible_port_a_john_near,ada_accessible_restroom,bocci_court,furniture_chairs,furniture_tables,indoor_air_conditioning,indoor_audio_system,indoor_heating,indoor_television,outdoor_basketball_courts_nea,outdoor_fishing,outdoor_grill,outdoor_horseshoe_pits_near,outdoor_lake_view,outdoor_lighting,outdoor_swimming_pool_near,outdoor_volleyball,outdoor_water_spigot,outlet_data,outlet_power,outlet_telephone,pet_friendly,port_a_john_near,smoking_not_permitted,smoking_permitted,x,y
26220,1913,,Stone Manse,Shelter,130,South Park,SP,Stone Manse,https://www.alleghenycounty.us/parks/south-park/stone-manse.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.001864643357,40.191217006166
26221,1914,,Sunny Slope,Shelter,130,South Park,SP,Sunny Slope,https://www.alleghenycounty.us/parks/south-park/sunny-slope.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.594603933282,40.184592774311
26222,1915,,Sunny Wood,Shelter,130,South Park,SP,Sunny Wood,https://www.alleghenycounty.us/parks/south-park/sunny-wood.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Non-op,No,No,No,No,Yes,No,No,-79.594777426911,40.184633181761
26223,1916,,Sunset Hills,Shelter,130,South Park,SP,Sunset Hills,https://www.alleghenycounty.us/parks/south-park/sunset-hills.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,-80.003434492167,40.192884558824
26224,1917,,Tamarac,Shelter,130,South Park,SP,Tamarac,https://www.alleghenycounty.us/parks/south-park/tamarac.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.011682543369,40.192419768198
26225,1918,,Texas,Shelter,130,South Park,SP,Texas,https://www.alleghenycounty.us/parks/south-park/texas.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.00367530387,40.193456707641
26226,1919,,Valley Height,Shelter,130,South Park,SP,Valley Height,https://www.alleghenycounty.us/parks/south-park/valley-height.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.0038772983,40.195890394176
26227,1920,,Vista,Shelter,130,South Park,SP,Vista,https://www.alleghenycounty.us/parks/south-park/vista.aspx,40,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.004672401749,40.191510733291
26228,1921,,Willow Tree,Shelter,130,South Park,SP,Willow Tree,https://www.alleghenycounty.us/parks/south-park/willow-tree.aspx,40,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.001078151997,40.184308044138
26229,1922,,Wilson,Shelter,130,South Park,SP,Wilson,https://www.alleghenycounty.us/parks/south-park/wilson.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,-79.593416145356,40.185419051542
26230,1923,,Woodland Crest,Shelter,130,South Park,SP,Woodland Crest,https://www.alleghenycounty.us/parks/south-park/woodland-crest.aspx,40,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.000847885799,40.19099327345
26231,1924,,All Purpose Field,Field - Mutlipurpose,63,White Oak Park,WO,All Purpose Field,https://www.alleghenycounty.us/parks/activities/ball-games.aspx,30,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.474594951095,40.202337634578
26232,1925,,Beech,Shelter,130,White Oak Park,WO,Beech,https://www.alleghenycounty.us/parks/white-oak/beech.aspx,85,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-79.475071160067,40.20222927997
26233,1926,,Blue Spruce,Shelter,130,White Oak Park,WO,Blue Spruce,https://www.alleghenycounty.us/parks/white-oak/blue-spruce.aspx,85,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.475634138075,40.195943913151
26234,1927,,Cedar 1,Shelter,130,White Oak Park,WO,Cedar 1,https://www.alleghenycounty.us/parks/white-oak/cedar-1.aspx,85,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.474730339672,40.2009797788
26235,1928,,Cedar 2,Shelter,130,White Oak Park,WO,Cedar 2,https://www.alleghenycounty.us/parks/white-oak/cedar-2.aspx,42,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-79.475203573824,40.200886490171
26236,1929,,Chestnut,Shelter,130,White Oak Park,WO,Chestnut,https://www.alleghenycounty.us/parks/white-oak/chestnut.aspx,85,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,-79.472831748713,40.204400294044
26237,1930,,Dogwood,Shelter,130,White Oak Park,WO,Dogwood,https://www.alleghenycounty.us/parks/white-oak/dogwood.aspx,42,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.474662370052,40.201388302733
26238,1931,,Magnolia,Shelter,130,White Oak Park,WO,Magnolia,https://www.alleghenycounty.us/parks/white-oak/magnolia.aspx,85,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,-79.474604570095,40.201775645826
26239,1932,,Maple,Shelter,130,White Oak Park,WO,Maple,https://www.alleghenycounty.us/parks/white-oak/maple.aspx,105,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,-79.475471756423,40.200612370441
26240,1933,,Poplar,Shelter,130,White Oak Park,WO,Poplar,https://www.alleghenycounty.us/parks/white-oak/poplar-1.aspx,85,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.474740601286,40.200391891022
26241,1934,,Redwood,Shelter,130,White Oak Park,WO,Redwood,https://www.alleghenycounty.us/parks/white-oak/redwood-1.aspx,85,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,-79.480426401186,40.201456003593
26242,1935,,Sumac,Shelter,130,White Oak Park,WO,Sumac,https://www.alleghenycounty.us/parks/white-oak/sumac.aspx,42,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.47596773358,40.201882924733
26243,1936,,Tulip Tree,Shelter,130,White Oak Park,WO,Tulip Tree,https://www.alleghenycounty.us/parks/white-oak/tulip-tree.aspx,85,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,-79.475393859339,40.195790704947
26244,1937,,Willow,Shelter,130,White Oak Park,WO,Willow,https://www.alleghenycounty.us/parks/white-oak/willow.aspx,100,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.475660330619,40.20034735813
26245,1938,,Wedding Garden,Wedding Site,140,White Oak Park,WO,Wedding Garden,https://www.alleghenycounty.us/parks/white-oak/wedding-garden.aspx,70,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-79.473059294989,40.201897560195
26246,1939,,Nevin,Shelter,130,South Park,SP,Nevin,,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.595674131907,40.182799021593
26247,1940,,Celeron,Shelter,130,South Park,SP,Celeron,https://www.alleghenycounty.us/parks/south-park/celeron.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,-80.001068175212,40.185752092207
26248,1941,,Administration Building,Building,,North Park,NP,Administration Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.010266432719,40.363905233653
26249,1942,,J.C. Stone Field Locker Rooms,Building,,North Park,NP,J.C. Stone Field Locker Rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004119678233,40.354802395647
26250,1943,,Observation Tower,Building,,North Park,NP,Observation Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005877936367,40.370309041492
26251,1944,,Administration Building/Police,Building,,South Park,SP,Administration Building/Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594585258974,40.181713053406
26252,1945,,Agricultural Building,Building,,South Park,SP,Agricultural Building,https://www.alleghenycounty.us/parks/south-park/agricultural-building.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594831059272,40.181255212621
26253,1946,,South Park Theatre,Building,,South Park,SP,South Park Theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594586763063,40.182748586036
26254,1947,,Oliver Miller Homestead,Building,,South Park,SP,Oliver Miller Homestead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.002355243235,40.19123417806
26255,1948,,Round Barn,Building,,South Park,SP,Round Barn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.595728734758,40.182456999613
26256,1949,,Administration Building,Building,,White Oak Park,WO,Administration Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.470198614801,40.202953068603
26257,1950,,Warehouse,Building,,Boyce Park,BP,Warehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.442065663532,40.283221871943
26258,1951,,Game Preserve Office,Building,,South Park,SP,Game Preserve Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001310708715,40.183210311916
26259,1952,,Pump House,Other,,Boyce Park,BP,Pump House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.450647822091,40.273398305025
26260,1953,,Administration Building,Building,,Boyce Park,BP,Administration Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.45096227839,40.273765074035
26261,1954,,Nature Center,Other,,Boyce Park,BP,Nature Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.45135152131,40.273825859087
26262,1955,,Gate House,Building,,Hartwood Acres Park,HA,Gate House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.541930566339,40.335200986663
26263,1956,,Angora Gardens,Other,,White Oak Park,WO,Angora Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.470388001687,40.202801894445
26264,1957,,J.C. Stone Field Concession Stand,Other,,North Park,NP,J.C. Stone Field Concession Stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004119531753,40.354718976425
26265,1958,,Golf Course Clubhouse,Building,,North Park,NP,Golf Course Clubhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.011674835717,40.362366342944
26266,1959,,80th Division Monument,Other,,North Park,NP,80th Division Monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.59472203701,40.353949445888
26267,1960,,Filtration Plant,Other,,North Park,NP,Filtration Plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.59423499606,40.351913277005
26268,1961,,Tennis Court Building,Building,,North Park,NP,Tennis Court Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005212324022,40.36243513924
26269,1962,,Naturalist's House,Building,,South Park,SP,Naturalist's House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.002170359884,40.191589140341
26270,1963,,Golf Course Clubhouse,Building,,South Park,SP,Golf Course Clubhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.595682460068,40.192557062337
26271,1964,,Nature Center,Other,,South Park,SP,Nature Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594497914129,40.181492750818
26272,1965,,Skybus Building,Building,,South Park,SP,Skybus Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001341352027,40.184802639192
26273,1966,,Haunted House,Other,,South Park,SP,Haunted House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.003354169475,40.195987167976
26274,1967,,Log House,Building,,Boyce Park,BP,Log House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.442743816676,40.274569396094
26275,1968,,Green Houses,Other,,Hartwood Acres Park,HA,Green Houses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.544339915597,40.340445057032
26276,1969,,Maple Sugering House,Building,,Harrison Hills Park,HH,Maple Sugering House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.421327867367,40.394345178954
26277,1970,,Administration Building/Maintenance ,Building,,Harrison Hills Park,HH,Administration Building/Maintenance ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.421080499297,40.392412414271
26278,1971,,Wagman Observatory,Building,,Deer Lakes Park,DL,Wagman Observatory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.484454072674,40.373392762639
26279,1972,,Farm House,Building,,Round Hill Park,RH,Farm House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.510382746404,40.142894241968
26280,1973,,Log Cabin (Settler's Cabin),Building,,Settler's Cabin Park,SC,Log Cabin (Settler's Cabin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.100950151801,40.25049786382
26281,1974,,Watts Memorial Overlook Deck,Other,,Harrison Hills Park,HH,Watts Memorial Overlook Deck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.413788402656,40.39069276734
26282,1975,,Old Pool Bath House,Building,,South Park,SP,Old Pool Bath House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004761506228,40.192369168956
26283,1976,,Lakeview Baseball Field,Field - Baseball,,North Park,NP,Lakeview Baseball Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001383814475,40.362814383039
26284,1977,,Wyoming Field,Other,,North Park,NP,Wyoming Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.004642246488,40.365248866693
26285,1978,,Senior Citizens Softball Complex 1,Field - Softball,,North Park,NP,Senior Citizens Softball Complex 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005636002903,40.370727263959
26286,1979,,Senior Citizens Softball Complex 2,Field - Softball,,North Park,NP,Senior Citizens Softball Complex 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005878829756,40.370533771669
26287,1980,,BMX Track,BMX Track,,South Park,SP,BMX Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001959094667,40.195761598022
26288,1981,,Ski Slopes,Ski Slopes,,Boyce Park,BP,Ski Slopes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.445704445101,40.273614233001
26289,1982,,Archery Range,Archery Range,,Boyce Park,BP,Archery Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.444899589334,40.281804535364
26290,1983,,Remote Control Airplane Field,Remote Control Airplane Field,,Boyce Park,BP,Remote Control Airplane Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.443756687778,40.274248829105
26291,1984,,Off-Leash Dog Park,Dog Park,,South Park,SP,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.001482222808,40.184883338948
26292,1985,,Exhibit Garden,Building,,Round Hill Park,RH,Exhibit Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.505620613808,40.142849246857
26293,1986,,Upper Horse Ring,Horse Show Ring,,Hartwood Acres Park,HA,Upper Horse Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.553121888031,40.341153669564
26294,1987,,Lower Horse Ring,Horse Show Ring,,Hartwood Acres Park,HA,Lower Horse Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.552877751423,40.341139979611
26295,1988,,Practice Horse Ring,Horse Show Ring,,Hartwood Acres Park,HA,Practice Horse Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.553575912088,40.341385863448
26296,1989,,Remote Control Airplane Field,Remote Control Airplane Field,,South Park,SP,Remote Control Airplane Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.000768762477,40.180635134045
26297,1990,,Practice Horse Show Ring,Horse Show Ring,,North Park,NP,Practice Horse Show Ring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.013606857352,40.361520082103
26298,1991,,Skate Park,Skate Park,,Boyce Park,BP,Skate Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.443846158636,40.272078712457
26299,1992,,Horse Show Area,Horse Show Ring,,Hartwood Acres Park,HA,Horse Show Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.552190487785,40.341128786169
26300,1993,,Off-Leash Dog Park,Dog Park,,Hartwood Acres Park,HA,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.551638972104,40.340954760037
26301,1994,,Off-Leash Dog Park,Dog Park,,White Oak Park,WO,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.472838051005,40.202612757272
26302,1995,,Off-Leash Dog Park,Dog Park,,North Park,NP,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.010121740481,40.363070397095
26303,1996,,Chestnut Volleyball Court,Court - Volleyball,,White Oak Park,WO,Chestnut Volleyball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.472991078414,40.204543817518
26304,1997,,Boating Area,Boating,,North Park,NP,Boating Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.002633942739,40.361652472758
26305,1998,,Marshall Island,Other,,North Park,NP,Marshall Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01155526007,40.365013339182
26306,1999,,Acid Mine Remediation Ponds,Other,,Boyce Park,BP,Acid Mine Remediation Ponds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.445510717149,40.274823811032
26307,2000,,Water Spray Park,Pool,,Deer Lakes Park,DL,Water Spray Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.494813055298,40.370834235513
26308,2001,,Bocce Ball Court,Court - Bocce,,White Oak Park,WO,Bocce Ball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.472988506407,40.20444345006
26309,2002,,Cedar VolleyBall Court,Court - Volleyball,,White Oak Park,WO,Cedar VolleyBall Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.474937816606,40.200783685609
26310,2003,,Magnoila Volleyball Court,Court - Volleyball,,White Oak Park,WO,Magnoila Volleyball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.474609895988,40.202007993791
26311,2004,,Tulip Tree Volleyball Court,Court - Volleyball,,White Oak Park,WO,Tulip Tree Volleyball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.475412272497,40.195726342569
26312,2005,,Sumac Horseshoe Court,Court - Horseshoes,,White Oak Park,WO,Sumac Horseshoe Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.475843277735,40.201926513534
26313,2006,,Tulip Tree Horseshoe Courts,Court - Horseshoes,,White Oak Park,WO,Tulip Tree Horseshoe Courts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.475516936186,40.195774956685
26314,2007,,Blue Spruce Horseshoe Court,Court - Horseshoes,,White Oak Park,WO,Blue Spruce Horseshoe Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.475810524974,40.195987520983
26315,2008,,Beech Horseshoe Court,Court - Horseshoes,,White Oak Park,WO,Beech Horseshoe Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.475131346567,40.202301834784
26316,2009,,Off-Leash Dog Park,Dog Park,,North Park,NP,Off-Leash Dog Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.01242646652,40.370666962383
26317,2010,,Nature Center Barn,Building,,North Park,NP,Nature Center Barn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.014659125139,40.371436882689
26318,2011,,Eagle's Nest,Shelter,130,North Park,NP,Eagle's Nest,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-80.013130052143,40.37098718819
26319,2012,,Carp Field,Field - Multipurpose,,Deer Lakes Park,DL,Carp Field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.492168401434,40.373356216986
26320,2013,,Wisconsin,Shelter,130,North Park,NP,Wisconsin,https://www.alleghenycounty.us/parks/north-park/wisconsin.aspx,40,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-80.00356395025,40.363744783453
26321,2014,,Bobcat,Shelter,,Boyce Park,BP,Bobcat,https://www.alleghenycounty.us/parks/boyce/bobcat.aspx,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.451509571805,40.281126292278
26322,2015,,Scout Campsite,Campsite,,Deer Lakes Park,DL,Scout Campsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.490981802869,40.373859286994
26323,2016,,Hemlock Court,Wedding Site,,Hartwood Acres Park,HA,Hemlock Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.54303433626,40.34127260203
26324,2017,,COG Shooting Range,Building,,Round Hill Park,RH,COG Shooting Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.501120944834,40.135287429883
26325,2018,,Boathouse,Building,,North Park,NP,Boathouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.002623085933,40.361736713247
26326,2019,,Scout Campsite,Campsite,,Harrison Hills Park,HH,Scout Campsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.420435243015,40.392281881331
26327,2020,,Park Ranger Office,Building,,South Park,SP,Park Ranger Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.002204174443,40.190713477371
26328,2021,,Wave Pool,Pool,,South Park,SP,Wave Pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.005530375958,40.184720488604
26329,2022,,Tennis Courts,Court - Tennis,,South Park,SP,Tennis Courts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.594233596098,40.182118918371
26330,2023,,Harvest,Shelter,130,Round Hill Park,RH,Harvest,https://www.alleghenycounty.us/parks/round-hill/harvest.aspx,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.511472205148,40.144858452013
26331,2024,,Pittsburgh Botanic Garden,Building,,Settler's Cabin Park,SC,Pittsburgh Botanic Garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.101262414805,40.25015788831
26332,2025,,Tennis Courts,Court - Tennis,,Settler's Cabin Park,SC,Tennis Courts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.092664401574,40.25472878151
26333,2026,,Dogwood Volleyball Court,Court - Volleyball,,White Oak Park,WO,Dogwood Volleyball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.474695728083,40.201311723183
26334,2027,,Sumac Volleyball Court,Court - Volleyball,,White Oak Park,WO,Sumac Volleyball Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.475730051793,40.201949095819
26335,2028,,Splash Park,Shelter,130,Deer Lakes Park,DL,Splash Park,,,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,-79.494804174149,40.370734645586
26336,2029,,Park Manager Building,Building,,Deer Lakes Park,DL,Park Manager Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.485312371036,40.365175278877
26337,2030,,Blue Gill,Shelter,130,Deer Lakes Park,DL,Blue Gill,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,-79.491433074508,40.371894403537
26338,2031,,Veterans 2,Shelter,130,Deer Lakes Park,DL,Veterans 2,https://www.alleghenycounty.us/parks/deer-lakes/veterans-2.aspx,75,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-79.493981805889,40.371517147117
26339,2032,,Veterans 1,Shelter,130,Deer Lakes Park,DL,Veterans 1,https://www.alleghenycounty.us/parks/deer-lakes/veterans-1.aspx,75,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,-79.493686798516,40.371497696345
